Signum,Plats,Socken,Härad,Kommun,Placering,Koordinater,Runtyper,Korsform,Period/Datering,Stilgruppering,Ristare,Materialtyp,Material,Föremål,Latitude,Longtitute
Sö 260  ,Södra Betby,Österhaninge sn,Sotholms hd,Haninge,,6556929.164,,A1; B1; 0; D1; 0; F3; 0,V,?,Björn 2 eller -björn (A),sten,,runsten,59.1364884,18.09461
Sö 261  ,Södra Betby,Österhaninge sn,Sotholms hd,Haninge,,6556915.164,,?; ?; ?; D1; ?; ?; ?,V,Fp,Björn 2 eller -björn (A),sten,,runsten,59.13639252,18.09461
Sö 262 $ ,Blista,Österhaninge sn,Sotholms hd,Haninge,Vid infarten till Årsta gård.,6555825.164,,A1; B1; 0; D1; E4; F3; 0,V,Pr3,Halvdan (A),sten,gråsten,runsten,59.12663937,18.09461
Sö 263 †$ ,Broby,Österhaninge sn,Sotholms hd,Haninge,,6557481.164,,A1; B3; C8; D1; 0; F3; 0,V,Fp,,sten,,runsten,59.14153189,18.09461
Sö 264 $ ,Hässlingby,Österhaninge sn,Sotholms hd,Haninge,,6559232.163,,A1; B1; 0; D1; 0; F2; G5,V,?,,sten,grovkornig gnejs,runsten,59.157277,18.09461
Sö 265  ,Högsta,Österhaninge sn,Sotholms hd,Haninge,,6560515.164,,"A5; B1; C6, C7; D1, D4; 0; F3; 0",V,Fp,Åsbjörn (A),sten,gråsten,runsten,59.16882174,18.09461
Sö 266  ,Sanda,Österhaninge sn,Sotholms hd,Haninge,,6559500.164,,A5; B3; 0; D1; 0; F3; G6,V,Fp,Åsbjörn (S),sten,gråsten,runsten,59.15974166,18.09461
Sö 267 † ,Småhamra,Österhaninge sn,Sotholms hd,Haninge,,6561500.164,,,V,?,,sten,,fragment av runsten,59.17772151,18.09461
Sö 268  ,Söderby,Österhaninge sn,Sotholms hd,Haninge,,6564775.163,,,V,Pr1,Amunde (S),sten,ljusgrå gnejs,runsten,59.20714452,18.09461
Sö 269 $ ,Söderby malm,Österhaninge sn,Sotholms hd,Haninge,,6562979.163,,A2; B1; 0; D1; E9; F3; 0,V,Pr1 - Pr2,Halvdan (A),sten,gråsten,runsten,59.19105488,18.09461
Sö 270 $ ,Tyresta,Österhaninge sn,Sotholms hd,Haninge,,6563274.164,,A2; B3; C1; D1; 0; F3; 0,V,Pr3 - Pr4,Halvdan (S),sten,,bergvägg,59.19373212,18.09461
Sö 271 † ,Täckeråker,Österhaninge sn,Sotholms hd,Haninge,,6565750.163,,A5; B1; C9; D1; 0; F3; 0,V,Fp,Amunde (S),sten,,runsten,59.21598399,18.09461
Sö 272 $ ,Upp-Norrby,Österhaninge sn,Sotholms hd,Haninge,I en åker 400 m N Söderby gård.,6565278.163,,,V,Pr1 - Pr2,Halvdan (A),sten,gnejs,runsten,59.21177728,18.09461
Sö 273  ,Valsta,Österhaninge sn,Sotholms hd,Haninge,,6559152.164,,"A5; B1; C8, C9; D1; 0; F3; 0",V,Fp,Amunde (A),sten,gråsten,runsten,59.15682501,18.09461
Sö 274  ,Södersluss,Stockholm,,Stockholm,Nu på Stockholms medeltidsmuseum,6580163.163,,A2; B1; 0; D1; 0; F3; 0,V,Pr2,Halvdan (A),sten,,runsten,59.34542917,17.01694
Sö 275  ,Nabbhagen,Strängnäs,,Strängnäs,Domkyrkoplanteringen,6584400.157,,,V,?,,sten,,fragment av runsten,59.38348524,17.01694
Sö 276 $ ,Strängnäs domkyrka,Strängnäs,,Strängnäs,Inmurad i södra ytterväggen.,6584501.157,,"A1; B1; C6, C7, C9; D5; 0; F3; 0",V,Pr2 - Pr3,,sten,granit,runsten,59.38442131,17.01694
Sö 277  ,Strängnäs domkyrka,Strängnäs,,Strängnäs,Inmurad i västra gaveln.,6584526.157,,,V,Pr2,,sten,granit,runsten,59.38467527,17.01694
Sö 278  ,Strängnäs domkyrka,Strängnäs,,Strängnäs,Inmurad i södra ytterväggen.,6584500.157,,,V,?,,sten,jotnisk sandsten,fragment av runsten,59.38447148,17.01694
Sö 279  ,Strängnäs domkyrka,Strängnäs,,Strängnäs,Domkyrkoplanteringen,6584487.157,,,V,Pr2,,sten,granit,runsten,59.38438433,17.01694
Sö 280  ,Strängnäs domkyrka,Strängnäs,,Strängnäs,,6584479.157,,"A1; B1; 0; D1; E8, E11; F3; 0",V,?,,sten,sandsten,gravhäll,59.38434203,17.01694
Sö 281  ,Strängnäs domkyrka,Strängnäs,,Strängnäs,Inmurad i västra gaveln.,6584516.157,,,V,Pr2,,sten,gnejs,fragment av runsten,59.38470357,17.01694
Sö 282 † ,Botkyrka kyrka,Botkyrka sn,Svartlösa hd,Botkyrka,,6570400.161,,,V,?,,sten,sandsten,runsten,59.25804175,17.8408583​
Sö 283  ,Botkyrka kyrka,Botkyrka sn,Svartlösa hd,Botkyrka,,6570399.161,,,V,?,,sten,gnejs,runsten,59.25806203,17.8408583​
Sö 284  ,Botkyrka kyrka,Botkyrka sn,Svartlösa hd,Botkyrka,Inmurad i norra ytterväggen.,6570422.161,,,V,?,,sten,sandsten,runsten,59.25829769,17.8408583​
Sö 285  ,Botkyrka kyrka,Botkyrka sn,Svartlösa hd,Botkyrka,,6570392.161,,,V,Pr2,,sten,granit,runsten,59.25805764,17.8408583​
Sö 286 M ,Botkyrka kyrka,Botkyrka sn,Svartlösa hd,Botkyrka,SHM (3481),6570391.161,,,M m 1100-t,,,sten,sandsten,gravvård av ett massivt stenblock tillhugget som en kyrka,59.25807784,17.8408583​
Sö 287 † ,Hunhammar (nu Norsborg),Botkyrka sn,Svartlösa hd,Botkyrka,,6571917.161,,"A3; B1; 0; D1; E4; F3; 0 & A3; B1; 0; D1; E4, E7; F3; 0",V,?,,sten,,runsten,59.27180308,17.8408583​
Sö 288 $ ,Hågelby,Botkyrka sn,Svartlösa hd,Botkyrka,,6568511.162,,,V,Pr2,,sten,,runsten,59.24126273,17.8408583​
Sö 289  ,"Spåntorp, Hamra",Botkyrka sn,Svartlösa hd,Botkyrka,,6564823.162,,"A1; B1; C6, C7; D1; E2; F3; 0",V,Pr2,,sten,,runsten,59.20819108,17.8408583​
Sö 290  ,Farsta,Brännkyrka sn,Svartlösa hd,Stockholm,,6570840.163,,A2; B1; 0; D1; E9; F3; 0,V,Pr2,Halvdan (A),sten,,runsten,59.26222412,17.01694
Sö 291 $ ,Grödinge kyrka,Grödinge sn,Svartlösa hd,Botkyrka,,6559679.161,,,V,Pr2,,sten,sandsten,runsten,59.1620799,17.8408583​
Sö 292 $ ,Bröta,Grödinge sn,Svartlösa hd,Botkyrka,,6554510.162,,A2; B1; 0; D1; 0; F3; 0,V,Pr3,Halvdan (A),sten,,runsten,59.11571482,17.8408583​
Sö 293  ,Eldtomta,Grödinge sn,Svartlösa hd,Botkyrka,I Grödinge kyrka.,6555581.161,,,V,?,,sten,gråsten,fragment av runsten,59.12535634,17.8408583​
Sö 294 † ,Hallsveden,Grödinge sn,Svartlösa hd,Botkyrka,,6558755.161,,,V,Pr3,,sten,,runsten,59.15387318,17.8408583​
Sö 295 † ,Skälby (nu Lövstalund),Grödinge sn,Svartlösa hd,Botkyrka,,6562165.161,,,V,?,,sten,,runsten,59.18450811,17.8408583​
Sö 296  ,Skälby (nu Lövstalund),Grödinge sn,Svartlösa hd,Botkyrka,,6562165.161,,"A1; B1; C8, C9; D1; 0; F3; 0",V,Fp,Åsgöt (S); Amunde (A),sten,,runsten,59.1845369,17.8408583​
Sö 297  ,Uppinge,Grödinge sn,Svartlösa hd,Botkyrka,Vid Grödinge bygdegård.,6558348.162,,"A2 - A5; B1; C6, C7; D1; 0; F3; 0",V,Pr2,Halvdan (A),sten,,runsten,59.15030646,17.8408583​
Sö 298  ,Uringe malm,Grödinge sn,Svartlösa hd,Botkyrka,,6558193.162,,A2; B1; 0; D1; E9; F3; 0,V,Pr3,Halvdan (A),sten,gnejs,runsten,59.14894396,17.8408583​
Sö 299  ,Huddinge kyrka,Huddinge sn,Svartlösa hd,Huddinge,Inmurad i södra ytterväggen.,6570802.162,,,V,Fp,Åsgöt (A),sten,sandsten,runsten,59.26214326,13.09027424
Sö 300 $ ,Glömsta,Huddinge sn,Svartlösa hd,Huddinge,,6570088.162,,A1; B1; C8; D1; 0; F2; 0,V,?,,sten,,berghäll,59.25576365,13.09259373
Sö 301  ,Ågesta bro,Huddinge sn,Svartlösa hd,Huddinge,,6569846.163,,,V,Pr2 - Pr3,Halvdan (A),sten,granit,fragment av runsten,59.25362036,13.09467587
Sö 302  ,Bergaholm,Salems sn,Svartlösa hd,Salem,,6569572.161,,A3; B1; C8; D1; E2; F3; 0,V,Pr4?,Åsmund (A) [Stille 1999b:175],sten,,runsten,59.2511898,13.09677376
Sö 303 $ ,Bornö,Salems sn,Svartlösa hd,Salem,,6571078.161,,,V,?,Åsgöt (A),sten,sandsten,runsten,59.26473532,13.09798112
Sö 304  ,Oxelby,Salems sn,Svartlösa hd,Salem,,6569621.161,,?; B1; 0; D4; ?; F3; 0,V,Fp,Åsgöt (A),sten,,runsten,59.25168689,13.10067053
Sö 305  ,Söderby (nu Lindhov) el. Tumba,Botkyrka sn,Svartlösa hd,Botkyrka,,6566324.161,,"A1; B1; C9; D2; E4, E7; F3; 0",V,Pr3,,sten,granit,runsten,59.22212362,17.8408583​
Sö 306  ,Söderby krog,Salems sn,Svartlösa hd,Salem,,6567908.161,,,V,?,,sten,,runsten,59.23636922,13.10544516
Sö 307 $ ,Igelsta kvarn,Södertälje,,Södertälje,Friluftsmuseet i Södertälje.,6563700.161,,,V,RAK,,sten,gråsten,runsten,59.19862907,17.62872
Sö 308 $ ,Vid Järnavägen,Södertälje,,Södertälje,I planteringen utanför järnvägsstationen.,6564923.16,,,V,Pr5,Öpir 1 (S),sten,granit,"runsten, flyttblock",59.20963452,17.62872
Sö 309  ,Södertälje kyrkogård,Södertälje,,Södertälje,Friluftsmuseet i Södertälje.,6565600.16,,,V,?,,sten,sandsten,fragment av runsten,59.21573936,17.62872
Sö 310 † ,Södertälje,Södertälje,,Södertälje,,6564906.16,,,V,?,,sten,,fragment av runsten,59.20953879,17.62872
Sö 311  ,Vid gamla Turingevägen,Södertälje,,Södertälje,,6565274.16,,,V,Pr3,Östen 1 (S)(P),sten,,bergvägg,59.21287015,17.62872
Sö 312  ,Vid gamla Turingevägen,Södertälje,,Södertälje,,6565274.16,,"A1; B1; C9; D3; E3, E7; F3; 0",V,Pr4,Östen 1 (S),sten,,bergvägg,59.21289851,17.62872
Sö 313  ,Vid gamla Turingevägen,Södertälje,,Södertälje,,6565274.16,,,V,?,Östen 1 (S)(P),sten,,bergvägg,59.21292683,17.62872
Sö 314 $ ,Torshälla kyrka,Torshälla,,Eskilstuna,Nu i vapenhuset.,6589222.154,,,V,Pr2,,sten,granit,fragment av runsten,59.42789665,16.50754
Sö 315  ,Sundby,Dunkers sn,Villåttinge hd,Flen,,6560410.155,,,V,?,,sten,granit,fragment av runsten,59.16932617,16.27813
Sö 316 † ,Vadsbro,Dunkers sn,Villåttinge hd,Flen,,6560000.156,,,V,?,,sten,,runsten,59.16567436,16.27813
Sö 317 † ,Öja backe,Flens sn,Villåttinge hd,Flen,,6546952.154,,,V,Fp,,sten,,runsten,59.04858714,16.27813
Sö 318 $ ,Sund,Helgesta sn,Villåttinge hd,Flen,,6544594.156,,A5 (?); B1; 0; D1; 0; F2; 0,V,Pr2,,sten,granit,runsten,59.02745008,16.27813
Sö 319  ,Sannerby (nu Stäringe),Årdala sn,Villåttinge hd,Flen,,6539997.155,,A9; B1; C9; 0; 0; F1; 0 & A7 (?); B2; C9; D1; 0; F3; 0,V,RAK,,sten,granit,runsten,58.98621571,16.27813
Sö 320  ,Stäringe,Årdala sn,Villåttinge hd,Flen,,6537484.155,,,V,Fp,,sten,granit,runsten,58.96368694,16.27813
Sö 321  ,Kråktorp,Fogdö sn,Åkers hd,Strängnäs,,6590014.156,,,V,Fp,Balle (A),sten,granit,runsten,59.43520397,17.01694
Sö 322  ,Stora Väsby,Fogdö sn,Åkers hd,Strängnäs,,6592827.156,,"A2; B2; C9, C10; D1, D2; 0; F3; 0",V,Pr2?,,sten,granit,ristad sten,59.46047955,17.01694
Sö 323 † ,Åsby,Helgarö sn,Åkers hd,Strängnäs,,6592050.156,,,V,RAK?,Skamhals 1 (S),sten,,runsten,59.45353412,17.01694
Sö 324  ,Åsby,Helgarö sn,Åkers hd,Strängnäs,,6591836.156,,"A1 (?); B1; 0; D1; E6, E8, E9 (?); F3; 0",V,Fp,Troligen samma ristare som gjort Gökstenen Sö 327.,sten,,jordfast stenblock,59.45164169,17.01694
Sö 325  ,Härads kyrka,Härads sn,Åkers hd,Strängnäs,,6582659.156,,,V,Pr2,,sten,granit,runsten,59.36930354,17.01694
Sö 326  ,Härads kyrka,Härads sn,Åkers hd,Strängnäs,Inmurad i koret.,6582652.156,,,V,?,,sten,gråsten,fragment av runsten,59.36926883,17.01694
Sö 327  ,Göksten (Näsbyholm),Härads sn,Åkers hd,Strängnäs,,6584113.156,,A4; B1; 0; D1; 0; F3; 0,V,Pr1 - Pr2,Troligen samma ristare som gjort Sö 324.,sten,,jordfast stenblock,59.38240995,17.01694
Sö 328  ,Tynäs,Strängnäs landsförsamling (nu Aspö sn),Åkers hd,Strängnäs,Ett fragment av stenen förvaras i Roggeborgen i Strängnäs.,6584756.157,,,V,Pr2,,sten,gråsten,runsten,59.38820919,17.01694
Sö 329 † ,Åkers kyrka,Åkers sn,Åkers hd,Strängnäs,,6573646.157,,A1; B1; ?; D5; ?; F3; 0,V,Pr2,,sten,sandsten,fragment av runsten,59.28851981,17.01694
Sö 330 M ,Bråtorp,Åkers sn,Åkers hd,Strängnäs,"Sörmlands museum, Nyköping (nr. 20.899)",6577331.157,,,M,,,metall,brons,bunke,59.32162255,17.01694
Sö 331 $ ,Skämby,Åkers sn,Åkers hd,Strängnäs,,6572788.157,,,V,Pr2 - Pr3,Troligen samme ristare som gjort Sö 332,sten,,jordfast stenblock,59.28087455,17.01694
Sö 332 $ ,Skämby,Åkers sn,Åkers hd,Strängnäs,,6572784.157,,A1; B1; 0; D3; E7; F3; 0,V,Pr2,Troligen samme ristare som gjort Sö 331,sten,,jordfast stenblock,59.28086648,17.01694
Sö 333 $ ,Ärja ödekyrka,Åkers sn,Åkers hd,Strängnäs,,6573297.158,,,V,Fp,Äskil 1 (S); Äsger (S) [Källström 2007b],sten,granit,runsten,59.28549878,17.01694
Sö 334  ,Ärja ödekyrka,Åkers sn,Åkers hd,Strängnäs,I Mariefreds kyrka.,6573304.158,,,V,?,,sten,sandsten,fragment av runsten,59.2855894,17.01694
Sö 335 $ ,Ärja ödekyrka,Åkers sn,Åkers hd,Strängnäs,,6573297.158,,A4; B1; C8; D4; 0; F3; 0,V,Fp,,sten,sandsten,runsten,59.28555432,17.01694
Sö 336  ,Kungsör,Kung Karls sn,Åkerbo hd,Kungsör,,6588847.152,,,V,Pr2?,,sten,,jordfast stenblock,59.42515114,13.15407226
Sö 337 $M ,Torpa kyrka,Torpa sn,Åkerbo hd,Kungsör,I södra ytterväggen.,6589092.152,,,M 1150-1200,,,sten,,portalsten,59.42737796,13.15592336
Sö 338  ,Turinge kyrka,Turinge sn,Öknebo hd,Nykvarn,,6565020.159,,A4; B1; 0; D4; E1; F3; 0,V,Pr4,Östen 1 (A),sten,sandsten,runsten,59.21134551,13.16954903
Sö 339 † ,Turinge kyrka,Turinge sn,Öknebo hd,Nykvarn,,6565030.159,,,V,RAK,,sten,,runsten,59.21146282,13.17150265
Sö 340  ,Östra Kumla,Turinge sn,Öknebo hd,Nykvarn,"Torekällbergets museum, Södertälje (3915)",6566800.159,,A4; B3; 0; D1; E11; F3; G6,V,Fp?,Traen (A),sten,röd sandsten,fragment av runsten,59.22737746,13.17261182
Sö 341 † ,Stavsta(?),Turinge sn,Öknebo hd,Nykvarn,,6565300.159,,A1; B2; 0; D1; 0; F3; 0,V,Fp,Fot 1 (S); Äskil 1 (A),sten,,runsten,59.21394131,13.17529015
Sö 342 † ,Ströpsta,Turinge sn,Öknebo hd,Nykvarn,,6562200.159,,,V,?,,sten,,fragment av runsten,59.18614372,13.17873094
Sö 343  ,Tveta kyrka,Tveta sn,Öknebo hd,Södertälje,I taket mellan vapenhuset och kyrkan.,6561148.16,,A1; B1; C4; D5; E7; F3; 0,V,KB,,sten,sandsten,runsten,59.17672853,17.62872
Sö 344 $ ,Kiholm,Västertälje sn,Öknebo hd,Södertälje,,6569944.16,,"A1; B1; 0; D3; E4, E7; F3; 0",V,Pr3,Östen 1 (S),sten,,berghäll,59.25570719,17.62872
Sö 345 $ ,Ytterjärna kyrka,Ytterjärna sn,Öknebo hd,Södertälje,,6551897.16,,,V,?,,sten,sandsten,fragment av runsten,59.09374663,17.62872
Sö 345B $ ,Ytterjärna kyrka,Ytterjärna sn,Öknebo hd,Södertälje,Vid tornet.,6551890.16,,,V,?,,sten,sandsten,2 fragment av runsten,59.09371102,17.62872
Sö 346 $ ,Gersta (nu Gerstaberg),Ytterjärna sn,Öknebo hd,Södertälje,I Gerstabergs park.,6556210.16,,A1; B1; 0; D1; 0; F3; 0,V,Fp,,sten,granit,runsten,59.1325146,17.62872
Sö 347  ,Gersta (nu Gerstaberg),Ytterjärna sn,Öknebo hd,Södertälje,,6556202.16,,,V,Pr3,Ulv 4 (S) och Äsbjörn 1 (S),sten,granit,runsten,59.13247,17.62872
Sö 348  ,Kjulsta,Ytterjärna sn,Öknebo hd,Södertälje,,6549965.16,,,V,?,,sten,granit,fragment av runsten,59.07651355,17.62872
Sö 349  ,Lideby,Ytterjärna sn,Öknebo hd,Södertälje,,6550445.16,,A4; B1; 0; D1; E3; F3; 0,V,Pr3 - Pr4,,sten,,runsten,59.08084917,17.62872
Sö 350  ,Valsta (nu Brandalsund),Ytterjärna sn,Öknebo hd,Södertälje,,6555890.161,,A9; B2; C11; 0; 0; F1; 0,V,Fp,Traen (A),sten,granit,runsten,59.12975093,17.62872
Sö 351 $ ,Överjärna kyrka,Överjärna sn,Öknebo hd,Södertälje,Nu vid kyrkan.,6553091.16,,A9; B2; C11; 0; 0; F1; 0,V,?,Traen (A),sten,granit,runsten,59.10465402,17.62872
Sö 352 $ ,Linga,Överjärna sn,Öknebo hd,Södertälje,Skansen,6551242.16,"långkvist, samstavsrunor och lönnrunor (kvistrunor)","A9; B2; C11; 0; 0; F1; G4 & A1; B2; 0; D1; E6, E6, E11; F3; 0",V,Fp,Traen (A),sten,granit,runsten,59.08808423,17.62872
Sö 353  ,Tällby,Överjärna sn,Öknebo hd,Södertälje,,6553378.16,,?; ?; ?; D1; ?; F3; ?,V,Fp,Troligen samma ornamentik som Sö 350-52.,sten,granit,fragment av runsten,59.10728418,17.62872
Sö 354  ,Dillnäs kyrka,Dillnäs sn (nu Gåsinge-Dillnäs),Daga hd,Gnesta,SHM (9377),6555723.158,,,V,?,,sten,sandsten,fragment av runsten,59.12836006,17.09739
Sö 355 $ ,Eskilstuna kyrka (Fors kyrka),Eskilstuna,,Eskilstuna,I vapenhusets södra vägg.,6583160.154,,,V,Pr3?,,sten,,fragment av gravhäll,59.37465808,16.50754
Sö 356 $ ,Eskilstuna,Eskilstuna,,Eskilstuna,SHM (14734),6583720.154,,,V,Pr3,Tove (S) och Näsbjörn (S),sten,kalksten,"gravhäll, eskilstunakista",59.37971166,16.50754
Sö 357  ,Slottsskolan,Eskilstuna,,Eskilstuna,,6583730.154,,,V,Pr3?,,sten,granit,runsten,59.37982859,16.50754
Sö 358  ,Slottsskolan,Eskilstuna,,Eskilstuna,,6583731.154,,,V,?,,sten,granit,fragment av runsten,59.37986471,16.50754
Sö 359  ,Åda,Vagnhärads sn (nu Trosa-Vagnhärad),Hölebo hd,Trosa,,6535927.16,,A4; B1; 0; D3 - D4; E5; F3; 0,V,Pr3,,sten,,bergvägg,58.95080052,17.53052
Sö 360  ,Bjuddby,Blacksta sn,Oppunda hd,Flen,,6538364.155,,"A1; B1; C7; D4; E6, E11; F3; 0",V,RAK,,sten,gråsten,runsten,58.97270259,16.27813
Sö 361 $ ,Vrena kyrka,Vrena sn,Oppunda hd,Nyköping,SHM (20436),6526815.155,,,V,?,,sten,kalksten,fragment av gravhäll,58.86905989,17.01327
Sö 362 $ ,Tumbo kyrka,Tumbo sn,Västerrekarne hd,Eskilstuna,,6589638.153,,A2; B1; C4; D2; E8; F3; 0,V,KB,,sten,granit,runsten,59.43299238,16.50754
Sö 363  ,Tumbo kyrka,Tumbo sn,Västerrekarne hd,Eskilstuna,,6589640.153,,A2; B2; C4; D2; E8; F3; 0,V,KB,,sten,gnejs,runsten,59.43303738,16.50754
Sö 364  ,Tumbo kyrka,Tumbo sn,Västerrekarne hd,Eskilstuna,I tornkammaren.,6589613.153,,,V,?,,sten,kalksten,fragment av gravhäll,59.43282206,16.50754
Sö 365 M ,Sättersta kyrka,Sättersta sn,Rönö hd,Nyköping,SHM (8738),6530847.158,,,M ca 1200,,,metall,koppar,krucifix,58.90535922,17.01327
Sö 366  ,Yttervalla,Frustuna sn,Daga hd,Gnesta,Inmurad i ett källartak.,6549794.158,,,V,?,,sten,,fragment av runsten,59.07546166,17.09739
Sö 367  ,Släbro,Sankt Nicolai sn (nu Nyköping),Jönåkers hd,Nyköping,,6517057.157,långkvist och lönnrunor (kvistrunor),,V,RAK,,sten,granit,runsten,58.78162386,17.01327
Sö 368  ,Vävelsta,Husby-Oppunda sn,Oppunda hd,Nyköping,"Sörmlands museum, Nyköping (nr. 15.350)",6532000.156,,,V,?,,sten,kalksten,fragment av runsten,58.91578831,17.01327
Sö 369  ,Sköldinge kyrkogård,Sköldinge sn,Oppunda hd,Katrineholm,I kyrkans vapenhus.,6546277.154,,,V,?,,sten,sandsten,fragment av runsten,59.04397148,13.2408692
Sö 370  ,Ludgo kyrka,Ludgo sn,Rönö hd,Nyköping,,6533464.158,,,V,RAK,,sten,sandsten,fragment av runsten,58.92898265,17.01327
Sö 371  ,Ludgo kyrka,Ludgo sn,Rönö hd,Nyköping,,6533466.158,,,V,Pr4,,sten,kalksten,fragment av gravhäll,58.92902689,17.01327
Sö 372 †M ,Runtuna kyrka,Runtuna sn,Rönö hd,Nyköping,,6530562.157,,,M,,,sten,kalksten,gravhäll,58.90298513,17.01327
Sö 373 † ,Landshammar,Spelviks sn,Rönö hd,Nyköping,,6532750.157,,,V,?,,sten,,runsten,58.92265214,17.01327
Sö 374 $ ,Tystberga,Tystberga sn,Rönö hd,Nyköping,,6528017.158,,"A1; B1; C6, C7, C9; D1; E7; F3; 0",V,?,Styvjald (S),sten,,runsten,58.88019195,17.01327
Sö 375  ,Lagnö,Aspö sn,Selebo hd,Strängnäs,SHM (20749),6595819.157,,,V,?,,sten,sandsten,fragment av runsten,59.48882074,17.01694
Sö 376 † ,Östa,Ytterselö sn,Selebo hd,Strängnäs,,6584000.158,,,V,?,,sten,,fragment av runsten,59.3827628,17.01694
Sö 377  ,Överselö kyrka,Överselö sn,Selebo hd,Strängnäs,,6589460.158,,"A1; B2; C6, C7; D1; 0; F3; 0",V,Pr3?,Tidkume (A),sten,granit,runsten,59.43179742,17.01694
Sö 378  ,Lisma,Huddinge sn,Svartlösa hd,Huddinge,,6564162.163,,,V,?,,sten,granit,fragment av runsten,59.20474959,13.25024118
Sö 379 $ ,Länna,Huddinge sn,Svartlösa hd,Huddinge,SHM (16059),6566687.163,,,V?,,,ben/horn,ben,skaft,59.22744074,13.25104005
Sö 380 † ,Bergaholm,Salems sn,Svartlösa hd,Salem,,6569534.161,,,V,?,,sten,sandsten,fragment av runsten,59.2530221,13.25169168
Sö 381  ,Ladvik,Salems sn,Svartlösa hd,Salem,,6570709.161,,,V,?,,sten,sandsten,fragment av runsten,59.26359536,13.25311276
Sö 382 † ,Åkers kyrka,Åkers sn,Åkers hd,Strängnäs,,6573646.157,,A2; B1; C9 ; D1; 0; F3; 0,V,Pr1,,sten,,runsten,59.28998442,17.01694
Sö 383 †$ ,Linga,Överjärna sn,Öknebo hd,Södertälje,,6551200.16,,,V,,,sten,sandsten,fragment av runsten,59.08853,17.62872
Sö AA29;8 M ,"Nyköping, kv. Rådhuset",Nyköping,,Nyköping,SHM (29486),6515100.157,,,M 1200-t el. b 1300-t,,,trä,idegran,runstav,58.76449785,17.01327
Sö ATA1918/43  ,Ramsundsbron,Sundby sn,Österrekarne hd,Eskilstuna,"Ramsundsberget, Jäders sn, nära Sö 101.",6591418.155,,,V?,,,sten,,runsten,59.44958413,16.50754
Sö ATA5501/52  ,Vadsbro kyrka,Vadsbro sn,Oppunda hd,Flen,Infogat i nya kyrkogårdsmuren 1 1/2 m öster om genomgången.,6539657.154,,,V,?,,sten,rödgul sandsten,fragment av runsten,58.98499211,16.27813
Sö ATA6058/54  ,Stäringe gamla smedja,Årdala sn,Villåttinge hd,Flen,,6537481.155,,,V,?,,sten,grå granit,fragment av runsten,58.96548485,16.27813
Sö ATA5165/58  ,Tumbo kyrka,Tumbo sn,Västerrekarne hd,Eskilstuna,,6589612.153,,,V,?,,sten,,ristad sten,59.43345274,16.50754
Sö ATA6294/59  ,Rällinge,Helgarö sn,Åkers hd,Strängnäs,,6592501.156,,,V,?,,sten,skiffrig gnejsgranit,ristad sten,59.45941037,17.01694
Sö ATA6491/60  ,Rällinge,Helgarö sn,Åkers hd,Strängnäs,,6592482.156,,,V,?,,sten,skiffrig gnejsgranit,runsten,59.4592661,17.01694
Sö ATA6163/61 $ ,Sörby,Runtuna sn,Rönö hd,Nyköping,På gårdsplanen.,6525626.157,,A1; B1; C10; D1; E10; F3; 0,V,?,,sten,grå grovkornig granit,runsten,58.85916842,17.01327
Sö ATA6447/61  ,Edeby (Vällinge),Salems sn,Svartlösa hd,Salem,SHM (26839),6571500.161,,,V,?,,sten,röd sandsten,fragment av runsten,59.27098334,13.27433033
Sö ATA4202/63  ,Toresunds kyrkogård,Toresunds sn,Selebo hd,Strängnäs,Toresunds hembygdsmuseum.,6581118.158,,,V,?,,sten,röd sandsten,fragment av runsten,59.35734174,17.01694
Sö ATA4207/71  ,Tyttinge gård,Grödinge sn,Svartlösa hd,Botkyrka,På gårdsplanen.,6561200.161,,,V,?,,sten,granit,fragment av runsten,59.17857954,17.8408583​
Sö ATA7551/92 $ ,Örleds såg,Barva sn,Österrekarne hd,Eskilstuna,Vid Barva kyrka på andra sidan vägen 50 m NÖ om kyrkan.,6584575.155,,,V,Pr2 [Gräslund muntligt],,sten,,runsten i tre delar,59.38842402,16.50754
Sö ATA323-3863-1999  ,Ludgo kyrka,Ludgo sn,Rönö hd,Nyköping,,6533450.158,,,V,,,sten,ljus gråröd sandsten,fragment av runsten,58.92953098,17.01327
Sö ATA323-4044-2009 M ,?,?,?,?,I privat ägo.,,,,M,,,metall,bly,amulett,,
Sö ATA322-1467-2011  ,"Vitsand, Bornhuvud",Salems sn,Svartlösa hd,Salem,,6573345.16,,"A1; B1; C6; D3; E3, E7; F3; 0 [Klassificerad av redaktionen]",V,Pr3? [Gräslund muntligt],Östen 1 (S),sten,,berghäll,59.28767414,13.2833065
Sö ATA322-4237-2011 $ ,Småhamra,Österhaninge sn,Sotholms hd,Haninge,,6561440.164,,A5; B3; C7; ?; 0; F3; 0 [Klassificerad av redaktionen],V,Pr2 [Gräslund muntligt],,sten,granit,runsten,59.18083708,18.09461
Sö ATA322-4394-2011 M ,"Strängnäs, kv. Klostret 26",Strängnäs,,Strängnäs,SHM (34831),6584800.157,,,M,,,övrigt,tegel,tegelsten,59.39054757,17.01694
Sö ATA423-1431-2012:1 M ,"Nyköping, kv. Åkroken",Nyköping,,Nyköping,"Sörmlands museum, Nyköping (nr. 18.139)",6515000.157,,,M före omkr. 1400,,,metall,bly,korsformigt bleck,58.76400807,17.01327
