Signum,Plats,Socken,Härad,Kommun,Placering,Koordinater,Runtyper,Korsform,Period/Datering,Stilgruppering,Ristare,Materialtyp,Material,Föremål,Latitute,Langitute
DR 135  ,Ravnkilde 2,Ravnkilde sn,"Års hd, Nørrejylland",Rebild,I prästgårdens trädgård.,(56.755172409419 ; 9.7564339195674),,,V efter-Jelling,RAK,,sten,granit,runsten,56.75517241,9.75643392
DR 136 M ,Ravnkilde 3,Ravnkilde sn,"Års hd, Nørrejylland",Rebild,Nationalmuseet,(56.755172409419 ; 9.7564339195674),,,M senromansk,,,övrigt,tegel,tegelsten,56.75517241,9.75643392
DR 137 M ,Suldrup 1,Suldrup sn,"Hornum hd, Nørrejylland",Rebild,,(56.755172409419 ; 9.7564339195674),,processionskors i relief,M,,,sten,granit,gravhäll,56.75517241,9.75643392
DR 138  ,Suldrup 2,Suldrup sn,"Hornum hd, Nørrejylland",Rebild,,(56.8554883965621 ; 9.6910059931078),,,V efter-Jelling,RAK,,sten,granit,runsten,56.8554884,9.691005993
DR 139 M ,Veggerby,Veggerby sn,"Hornum hd, Nørrejylland",Rebild,Vest-Himmerlands Museum,(56.755172409419 ; 9.7564339195674),,,M,,,sten,granit,överliggare över fönster,56.75517241,9.75643392
DR 140 $ ,Lyngby,Lyngby sn,"Hellum hd, Nørrejylland",Rebild,I vapenhuset.,(56.84378 ; 10.04330),,,V Jelling,RAK,,sten,granit,runsten,56.84378,10.0433
DR 141 M ,Skarp-Salling,Skarp Salling sn,"Slet hd, Nørrejylland",Vesthimmerland,Nationalmuseet (C. 5479),(56.8691201038159 ; 9.21359359390348),,,M,,,ben/horn,hjorthorn,handtag,56.8691201,9.213593594
DR 142 M ,Vitskøl,Overlade sn (Bjørnsholm),"Slet hd, Nørrejylland",Vesthimmerland,Nationalmuseet (D. 5791),(56.8691201038159 ; 9.21359359390348),,,M ca 1160-1170,,,sten,granit,sockelsten,56.8691201,9.213593594
DR 143  ,Gunderup 1,Gunderup sn,"Fleskum hd, Nørrejylland",Aalborg,I vapenhuset.,,,,V Jelling,RAK,,sten,granit,runsten,,
DR 144  ,Gunderup 2,Gunderup sn,"Fleskum hd, Nørrejylland",Aalborg,I vapenhuset.,,,,V Helnæs-Gørlev,RAK,,sten,granit,runsten,,
DR 145  ,Ferslev 1,Ferslev sn,"Fleskum hd, Nørrejylland",Aalborg,I vapenhuset.,,,,V Jelling,RAK,,sten,granit,"runsten, tillhuggen till byggämne",,
DR 146 †M ,Ferslev 2,Ferslev sn,"Fleskum hd, Nørrejylland",Aalborg,,,,,M,,,sten,,"runsten, eventuellt gravhäll",,
DR 147 †M ,Gudum,Gudum sn,"Fleskum hd, Nørrejylland",Aalborg,,,,,M,,,sten,,runsten,,
DR 148 M ,Søndbjerg,Søndbjerg sn,"Refs hd, Nørrejylland",Struer,,,,,M 1150-1200,,,sten,granit,sockelsten,,
DR 149 †$ ,Ydby,Ydby sn,"Refs hd, Nørrejylland",Thisted,,(56.7193378333178 ; 8.39238085680726),,,V efter-Jelling,RAK,,sten,,runsten,56.71933783,8.392380857
DR 150 $ ,Hurup,Hurup sn,"Refs hd, Nørrejylland",Thisted,,(56.7540847456753 ; 8.42580350405662),,,V efter-Jelling,RAK,,sten,granit,runsten,56.75408475,8.425803504
DR 151 $M ,Elsø,Elsø sn,"Morsø Sønder hd, Nørrejylland",Morsø,Nationalmuseet (D. 997),,,,M ca 1200,,,sten,granit,fragment av gravhäll,,
DR 152 M ,Galtrup,Galtrup sn,"Morsø Nørre hd, Nørrejylland",Morsø,,,,,M ca 1200,,,sten,granit,gravhäll,,
DR 153 M ,Skyum,Skyum sn,"Hassing hd, Nørrejylland",Thisted,,,,,M ca 1200,,,sten,granit,dopfunt,,
DR 154 †$ ,Torup (Tvorup),Vang sn,"Hundborg hd, Nørrejylland",Thisted,,,,,V efter-Jelling,RAK,Samma som gjort DR 155,sten,,runsten,,
DR 155  ,Sjørind,Sjørring sn,"Hundborg hd, Nørrejylland",Thisted,,(56.9514950907768 ; 8.59033023155159),,,V efter-Jelling,RAK,Samma som gjort DR 154,sten,granit,runsten,56.95149509,8.590330232
DR 156 M ,Tisted,Thisted,"Hundborg hd, Nørrejylland",Thisted,,(56.9546633706848 ; 8.6891088974017),,,M ca 1200,,,sten,granit,gravhäll,56.95466337,8.689108897
DR 157 M ,Hillerslev,Hillerslev sn,"Hillerslev hd, Nørrejylland",Thisted,,(57.0122621959089 ; 8.73027304527222),,,M ca 1200-1250,,,sten,granit,gravhäll,57.0122622,8.730273045
DR 158 M ,Vesløs,Vesløs sn,"Vester Han hd, Nørrejylland",Thisted,,,,,M ca 1200,,,sten,granit,gravhäll,,
DR 159 †M ,Jetsmark,Jetsmark sn,"Hvetbo hd, Nørrejylland",Jammerbugt,,,,,M,,,metall,,kyrkklocka,,
DR 160  ,Jetsmark,Jetsmark sn,"Hvetbo hd, Nørrejylland",Jammerbugt,I vapenhuset.,(57.2283287394849 ; 9.66746925841231),,,V Jelling,RAK,Troligen samma som gjort DR 161,sten,granit,runsten,57.22832874,9.667469258
DR 161  ,Hune,Hune sn,"Hvetbo hd, Nørrejylland",Jammerbugt,I tornrummet.,(57.271462315631 ; 9.63708996253668),,,V Jelling,RAK,Troligen samma som gjort DR 160,sten,granit,runsten,57.27146232,9.637089963
DR 162 M ,Ørum,Ørum sn,"Dronninglund hd, Nørrejylland",Brønderslev,,,,,M ca 1200-1250,,,sten,granit,dopfunt,,
DR 163 M ,Øster Brønderslev,Øster Brønderslev sn,"Børglum hd, Nørrejylland",Brønderslev,Nationalmuseet (3),,,,M 1150-1200,,,sten,granit,runsten,,
DR 164 †$ ,Vrejlev,Vrejlev sn,"Børglum hd, Nørrejylland",Hjørring,,(57.3623030212046 ; 10.0025612008027),,,V,?,,sten,,runsten,57.36230302,10.0025612
DR 165 M ,Børglum,Børglum sn,"Børglum hd, Nørrejylland",Hjørring,Nationalmuseet (D. 1641),(57.369681 ; 9.802787),,,M 1150-1175,,,sten,granit,pelarfot,57.369681,9.802787
DR 166 M ,Hæstrup,Hæstrup sn,"Børglum hd, Nørrejylland",Hjørring,Nationalmuseet (D. 5086),(57.413807 ; 9.972163),,,M ca 1200,,,metall,,kyrkklocka,57.413807,9.972163
DR 167 M ,Lyngby,Lyngby sn,"Børglum hd, Nørrejylland",Hjørring,,(57.4129814544947 ; 9.74585921679375),,,M ca 1200,,,sten,granit,dopfunt,57.41298145,9.745859217
DR 168 M ,Astrup,Astrup sn,"Vennebjerg hd, Nørrejylland",Hjørring,Nationalmuseet (D. 6853),(57.4804197857255 ; 10.0936606690678),,,M ca 1200-1250,,,övrigt,munktegel,tegelsten,57.48041979,10.09366067
DR 169 M ,Tornby,Tornby sn,"Vennebjerg hd, Nørrejylland",Hjørring,,(57.5265428636668 ; 9.94714774438738),långkvist-s i pikisdahum annars kortkvist-s,,M ca 1200,,,puts,kalkputs,putsinskrift,57.52654286,9.947147744
DR 169A $M ,Tornby,Tornby sn,"Vennebjerg hd, Nørrejylland",Hjørring,,(57.5265428636668 ; 9.94714774438738),både þ-runan och k-runan är stungna med två punkter,,M ca 1200,,,puts,kalkputs,putsinskrift,57.52654286,9.947147744
DR 169B $M ,Tornby,Tornby sn,"Vennebjerg hd, Nørrejylland",Hjørring,,(57.5265428636668 ; 9.94714774438738),,,M ca 1200,,,puts,kalkputs,putsinskrift,57.52654286,9.947147744
DR 170 M? ,Jerslev,Jerslev sn,"Børglum hd, Nørrejylland",Brønderslev,Nationalmuseet (C. 11150),(57.3143553580055 ; 10.1341276344391),,,M?,,,sten,sandsten,amulett,57.31435536,10.13412763
DR 171 †M? ,Rudkøbing,Rudkøbing sn,"Langelands Nørre hd, Fyn",Langeland,,(54.9342558983469 ; 10.7076215777732),,,M?,,,metall,,kyrkklocka,54.9342559,10.70762158
DR 172 M ,Bøstrup,Bøstrup sn,"Langelands Nørre hd, Fyn",Langeland,Nationalmuseet (6548),(55.04536 ; 10.881486),,,M 1200-1250,,Jakob Rød,metall,bronslegering,rökelsekar,55.04536,10.881486
DR 173 M ,Fåborg,Fåborg sn,"Sallinge hd, Fyn",Faaborg-Midtfyn,Nationalmuseet (702),(55.096494 ; 10.245652),,,M 1200-1250,,Jakob Rød,metall,bronslegering,rökelsekar,55.096494,10.245652
DR 174 M ,Heden,Heden sn,"Sallinge hd, Fyn",Faaborg-Midtfyn,"Nationalmuseet (402), deponerat i Odense Museum",,,,M 1200-1250,,Jakob Rød,metall,bronslegering,rökelsekar,,
DR 175 M ,Hesselager,Hesselager sn,"Gudme hd, Fyn",Svendborg,Nationalmuseet (440),(55.1756750930772 ; 10.7468390046356),,,M 1200-1250,,Jakob Rød,metall,bronslegering,rökelsekar,55.17567509,10.746839
DR 176 M ,Hundstrup,Hundstrup sn,"Sallinge hd, Fyn",Svendborg,Nationalmuseet (D. 10259),(55.104375 ; 10.431776),,,M 1200-1250,,Jakob Rød,metall,bronslegering,rökelsekar,55.104375,10.431776
DR 177 M ,Kullerup,Kullerup sn,"Vindinge hd, Fyn",Nyborg,Nationalmuseet (D. 5097),(55.317962 ; 10.703323),,,M 1200-1250,,Jakob Rød,metall,bronslegering,rökelsekar,55.317962,10.703323
DR 178 M ,Lunde,Lunde sn,"Sunds hd, Fyn",Svendborg,Nationalmuseet (350),(55.1344339979839 ; 10.5266465226787),,,M 1200-1250,,Jakob Rød,metall,bronslegering,rökelsekar,55.134434,10.52664652
DR 179 M ,Ollerup,Ollerup sn,"Sunds hd, Fyn",Svendborg,Nationalmuseet,(55.072569 ; 10.485506),,,M 1200-1250,,Jakob Rød,metall,bronslegering,rökelsekar,55.072569,10.485506
DR 180 M ,Stenstrup,Stenstrup sn,"Sunds hd, Fyn",Svendborg,Nationalmuseet (349),(55.131483 ; 10.498778),,,M 1200-1250,,Jakob Rød,metall,bronslegering,rökelsekar,55.131483,10.498778
DR 181 †M ,Svinninge,Svindinge sn,"Gudme hd, Fyn",Nyborg,,(55.216857 ; 10.687723),,,M 1200-1250,,Jakob Rød,metall,bronslegering,rökelsekar,55.216857,10.687723
DR 182 M ,Tjømø,Tjøme sn,"Tjømø hd, Vestfold fylke, Norge","Tjøme, Norge","Oldsaksamlingen, Oslo (C. 2692)",(59.113673 ; 10.391629),,,M 1200-1250,,Jakob Rød,metall,bronslegering,rökelsekar,59.113673,10.391629
DR 183 M ,Ulbølle,Ulbølle sn,"Sallinge hd, Fyn",Svendborg,Nationalmuseet (MDLXXIII),(55.073463 ; 10.423703),,,M 1200-1250,,Jakob Rød,metall,bronslegering,rökelsekar,55.073463,10.423703
DR 184 M ,Bregninge,Bregninge sn,"Sunds hd, Fyn",Svendborg,,(55.023551 ; 10.610272),,,M 1200-1250,,,sten,granit,gravhäll,55.023551,10.610272
DR 185 M ,Egense,Egense sn,"Sunds hd, Fyn",Svendborg,,(55.0565136981252 ; 10.5293398850558),,,M 1150-1200,,,sten,granit,dopfunt,55.0565137,10.52933989
DR 186 $M ,Svendborg,Svendborg sn,"Sunds hd, Fyn",Svendborg,Nationalmuseet (D. 8728),,,,M,,,ben/horn,horn,knivskaft,,
DR 187 M ,Sørup,Sørup sn,"Sunds hd, Fyn",Svendborg,Nationalmuseet (988),(55.0751472436086 ; 10.562396525965),,,M romansk,,,sten,granit,runsten,55.07514724,10.56239653
DR 188 † ,Ørbæk,Ørbæk sn,"Vindinge hd, Fyn",Nyborg,,(55.2450477858928 ; 10.6547856071064),,,V Helnæs-Gørlev,?,,sten,,runsten,55.24504779,10.65478561
DR 189 † ,Avnslev (Aunslev),Avnslev sn (Aunslev),"Vindinge hd, Fyn",Nyborg,,(55.3542860980254 ; 10.7129715494623),Helnæs-Gørlev,,V Helnæs-Gørlev,,"Åver (A), se DR 190, DR 192",sten,,runsten,55.3542861,10.71297155
DR 190  ,Helnæs,Helnæs sn,"Båg hd, Fyn",Assens,Nationalmuseet (20017),(55.1490660785879 ; 10.0141255931057),Helnæs-Gørlev,,"V Helnæs-Gørlev, ca 750-900",RAK,Åver (S),sten,granit,runsten,55.14906608,10.01412559
DR 191  ,Sønderby,Sønderby sn,"Båg hd, Fyn",Assens,,(55.2295740028703 ; 9.98818486441636),,,V,RAK,,sten,granit,runsten,55.229574,9.988184864
DR 192  ,Flemløse 1,Flemløse sn,"Båg hd, Fyn",Assens,Jægerspris,(55.2504540246674 ; 10.0666842873554),Helnæs-Gørlev,,V Helnæs-Gørlev,RAK,Åver (S),sten,granit,runsten,55.25045402,10.06668429
DR 193 $ ,Flemløse 2,Flemløse sn,"Båg hd, Fyn",Assens,Jægerspris,(55.2393456774415 ; 10.0729452467918),Helnæs-Gørlev,,V Helnæs-Gørlev,RAK,,sten,granit,runsten,55.23934568,10.07294525
DR 194 †U ,Kragehul mose,Flemløse sn,"Båg hd, Fyn",Assens,,(55.2549113570999 ; 10.0604945418317),,,U,,,ben/horn,horn (av hjort?),amulett?,55.25491136,10.06049454
DR 195 U ,Kragehul,Flemløse sn,"Båg hd, Fyn",Assens,Nationalmuseet (22594),(55.2549113570999 ; 10.0604945418317),,,U 375/400-460/470 (Imer 2007),,,trä,trä,knivskaft,55.25491136,10.06049454
DR 196 U ,Kragehul,Flemløse sn,"Båg hd, Fyn",Assens,Nationalmuseet (C. 3158),(55.2549113570999 ; 10.0604945418317),,,U 450-500 (Imer 2007),,,trä,trä,spjutskaft,55.25491136,10.06049454
DR 197 †U ,Kragehul mose,Flemløse sn,"Båg hd, Fyn",Assens,,(55.2549113570999 ; 10.0604945418317),,,U,,,trä,trä,platta,55.25491136,10.06049454
DR 198 U ,Køng,Køng sn,"Båg hd, Fyn",Assens,Nationalmuseet (C. 13688),(55.2600312811696 ; 10.101370063412),,,U 160-375/400 (Imer 2007),,,metall,brons,statyett,55.26003128,10.10137006
DR 199 M ,Køng,Køng sn,"Båg hd, Fyn",Assens,,,,,M romansk,,,sten,kalksten,mursten,,
DR 200 M ,Ørsted,Ørsted sn,"Båg hd, Fyn",Assens,,,,,M ca 1150,,,sten,granit,kvadersten,,
DR 201 † ,Allerup,Allerup sn,"Åsum hd, Fyn",Odense,,(55.337674055422 ; 10.4718957440612),,,V,,,sten,,kvadersten,55.33767406,10.47189574
DR 202  ,Rønninge,Rønninge sn,"Åsum hd, Fyn",Kerteminde,,(55.3447119967154 ; 10.6045940058923),,,V för-Jelling,RAK,Sote (A),sten,granit,runsten,55.344712,10.60459401
DR 203 M ,Revninge,Revninge sn,"Bjerge hd, Fyn",Kerteminde,Nationalmuseet (DXLIV),(55.438851915021 ; 10.681507171143),,,M,,,metall,guld,ring,55.43885192,10.68150717
DR 204 M ,Odense,Odense,"Odense hd, Fyn",Odense,Odense Bys Museer (KMO 1956/844),(55.395008596615 ; 10.3882863143796),,,M,,,metall,bly,platta,55.3950086,10.38828631
DR 205 $U ,Vimose,Næsbyhoved Broby sn,"Odense hd, Fyn",Odense,Nationalmuseet (C. 11329),(55.4522710631068 ; 10.2957376329379),,,U 210/220-250/260 (Imer 2007),,,metall,brons,doppsko,55.45227106,10.29573763
DR 206 $U ,Vimose,Næsbyhoved Broby sn,"Odense hd, Fyn",Odense,Nationalmuseet (24373),(55.4522710631068 ; 10.2957376329379),,,U 160-375/400 (Imer 2007),,,trä,trä,hyvel,55.45227106,10.29573763
DR 207 U ,Vimose,Næsbyhoved Broby sn,"Odense hd, Fyn",Odense,Nationalmuseet (22657),(55.4522710631068 ; 10.2957376329379),,,U ca 160 (Imer 2007),,,ben/horn,ben,kam,55.45227106,10.29573763
DR 207A $U ,Vimose,Næsbyhoved Broby sn,"Odense hd, Fyn",Odense,Nationalmuseet (13678),(55.4508138082706 ; 10.2899185634859),,,U 210/220-250/260 (Imer 2007),,,metall,silver,skidbeslag,55.45081381,10.28991856
DR 208 $U ,Vimose,Næsbyhoved Broby sn,"Odense hd, Fyn",Odense,Nationalmuseet (11650),(55.4522710631068 ; 10.2957376329379),,,U 210/220-250/260 (Imer 2007),,,metall,brons,spänne,55.45227106,10.29573763
DR 209 $ ,Glavendrup,Skamby sn,"Skam hd, Fyn",Nordfyn,,(55.5096608500182 ; 10.292982065631),,,V för-Jelling,RAK,Sote (S),sten,granit,runsten,55.50966085,10.29298207
DR 210 †$ ,Ålbæk,?,"Lunde hd, Fyn",Nordfyn,,(55.4984758663567 ; 10.3767891221681),,,V 1050-1150,,,sten,,runsten,55.49847587,10.37678912
DR 211  ,Nørre Nærå,Nørre Nærå sn,"Skam hd, Fyn",Nordfyn,,(55.5729190983523 ; 10.2824181752164),Helnæs-Gørlev,,V Helnæs-Gørlev,,,sten,granit,runsten,55.5729191,10.28241818
DR 212  ,Tillitse,Tillitse sn,"Lollands Sønder hd, Lolland-Falster",Lolland,,(54.7662285069076 ; 11.1571244881558),,A1; B3; 0; D1; 0; F3; 0,V 1050-1150,RAK,,sten,granit,runsten,54.76622851,11.15712449
DR 213  ,Skovlænge,Skovlænge sn,"Lollands Sønder hd, Lolland-Falster",Lolland,Maribo Museum,(54.8167052687593 ; 11.2493743075899),,,V efter-Jelling,RAK,,sten,granit,runsten,54.81670527,11.24937431
DR 214 SENTIDA ,Vesterborg,Vesterborg sn,"Lollands Nørre hd, Lolland-Falster",Lolland,I kyrkan.,,,,Sentida 1600-t,,,sten,,gravsten,,
DR 215 M ,Stokkemarke,Stokkemarke sn,"Lollands Sønder hd, Lolland-Falster",Lolland,Nationalmuseet (3600),,,,M s 1200-t,,,metall,bly,relikskrin,,
DR 216 $ ,Tirsted,Tirsted sn,"Fuglse hd, Lolland-Falster",Lolland,Nationalmuseet,,,,V Jelling,RAK,,sten,granit,runsten,,
DR 217 $ ,Sædinge,Sædinge sn,"Fuglse hd, Lolland-Falster",Lolland,Maribo Museum,(54.7154144992902 ; 11.4373073610127),,,V Jelling,RAK,,sten,granit,runsten,54.7154145,11.43730736
DR 218  ,Tågerup,Tågerup sn,"Fuglse hd, Lolland-Falster",Lolland,,(54.6791813791251 ; 11.4518279839489),,,V Jelling,RAK,Samma som gjort DR 219,sten,granit,runsten,54.67918138,11.45182798
DR 219  ,Bregninge 1,Bregninge sn,"Musse hd, Lolland-Falster",Guldborgsund,Nationalmuseet,,,,V Jelling,RAK,Samma som gjort DR 218,sten,granit,runsten,,
DR 220 $ ,Sønder Kirkeby,Sønder Kirkeby sn,"Falsters Sønder hd, Lolland-Falster",Guldborgsund,Nationalmuseet,,,,V efter-Jelling,RAK,,sten,granit,runsten,,
DR 221 $ ,Vordingborg,Vordingborg sn,"Bårse hd, Sjælland",Vordingborg,Nationalmuseet (1),,,,V Helnæs-Gørlev/för-Jelling,RAK,,sten,granit,runsten,,
DR 222 M ,Allerslev 1,Allerslev sn,"Bårse hd, Sjælland",Vordingborg,,,,,M romansk,,,sten,kalksten,ristat i byggnadssten,,
DR 223 M ,Allerslev 2,Allerslev sn,"Bårse hd, Sjælland",Vordingborg,,,,,M romansk,,,sten,kalksten,ristat i byggnadssten,,
DR 224 M ,Bårse,Bårse sn,"Bårse hd, Sjælland",Vordingborg,,,,,M 1250-1275,,,sten,granit,dopfunt,,
DR 225 M ,Bårse,Bårse sn,"Bårse hd, Sjælland",Vordingborg,Nationalmuseet (747),,,,M?,,,sten,granit,fragment av runsten,,
DR 226  ,Glumsø,Glumsø sn,"Tybjerg hd, Sjælland",Næstved,Nationalmuseet (D 3989),(55.3548225401137 ; 11.6874159650011),,,V Jelling/efter-Jelling,RAK,,sten,granit,fragment av runsten,55.35482254,11.68741597
DR 227 † ,Sandby 1,Sandby sn,"Tybjerg hd, Sjælland",Næstved,,,,,V Jelling,,,sten,,runsten,,
DR 228  ,Sandby 2,Sandby sn,"Tybjerg hd, Sjælland",Næstved,På kyrkogården.,(55.3788273552233 ; 11.7390715881226),,,V efter-Jelling,RAK,,sten,granit,fragment av runsten,55.37882736,11.73907159
DR 229 $ ,Sandby 3,Sandby sn,"Tybjerg hd, Sjælland",Næstved,Nationalmuseet,,,,V 1050-1150,RAK,,sten,granit,runsten,,
DR 230  ,Tryggevælde,Karise sn,"Fakse hd, Sjælland",Faxe,Nationalmuseet,,,,V för-Jelling,RAK,Sote (A) (DR 209),sten,granit,runsten,,
DR 231 M ,Holtug,Holtug sn,"Stevns hd, Sjælland",Stevn,I kyrkans södra yttermur.,,,,M,,,sten,kalksten,kvadersten,,
DR 232 U ,Himlingøje,Himlingøje sn,"Bjæverskov hd, Sjælland",Stevn,Nationalmuseet (3506),(55.3735957300715 ; 12.2153125207149),,,U 210/220-310/320 (Imer 2007),,,metall,silver,fibula,55.37359573,12.21531252
DR 233 M ,Eggeslevmagle,Eggeslevmagle sn,"Vester Flakkebjerg hd, Sjælland",Slagelse,,(55.2861940378168 ; 11.3490586945674),,,M,,,sten,granit,runsten,55.28619404,11.34905869
DR 234 †M ,Boeslunde,Boeslunde sn,"Slagelse hd, Sjælland",Slagelse,,,,,M,,,metall,,kyrkklocka,,
DR 235 $M ,Tårnborg 1,Tårnborg sn,"Slagelse hd, Sjælland",Slagelse,Nationalmuseet,,,,M,,,sten,granit,runsten,,
DR 236 M ,Tårnborg 2,Tårnborg sn,"Slagelse hd, Sjælland",Slagelse,,,,,M,,,sten,skiffer,fragment av runsten,,
DR 237  ,Alsted,Alsted sn,"Alsted hd, Sjælland",Sorø,I kyrkan.,,,A1; B3; 0; D1; 0; F3; 0,V kristen efter-Jelling,RAK,,sten,granit,runsten,,
DR 238  ,Fjenneslev,Fjenneslev sn,"Alsted hd, Sjælland",Sorø,På kyrkogården.,(55.4334050465746 ; 11.6875063004578),,A8; B1; 0; 0; 0; F1; 0,V kristen efter-Jelling,RAK,,sten,granit,runsten,55.43340505,11.6875063
DR 239  ,Gørlev,Gørlev sn,"Løve hd, Sjælland",Gørlev,I vapenhuset.,(55.538139 ; 11.226477),Helnæs-Gørlev,,V Helnæs-Gørlev,RAK,,sten,granit,runsten,55.538139,11.226477
DR 240 M ,Asmindrup,Sønder Asmindrup sn,"Merløse hd, Sjælland",Holbæk,,(55.661332 ; 11.694689),,,M romansk,,,puts,kalkputs,putsinskrift,55.661332,11.694689
DR 241 M ,Asmindrup,Sønder Asmindrup sn,"Merløse hd, Sjælland",Holbæk,,(55.661332 ; 11.694689),,,M romansk,,,puts,kalkputs,putsinskrift,55.661332,11.694689
DR 242 M ,Asmindrup,Sønder Asmindrup sn,"Merløse hd, Sjælland",Holbæk,,(55.661332 ; 11.694689),,,M romansk,,,puts,kalkputs,putsinskrift,55.661332,11.694689
DR 243 †M ,Asmindrup,Sønder Asmindrup sn,"Merløse hd, Sjælland",Holbæk,,(55.661332 ; 11.694689),,,M romansk,,,puts,kalkputs,putsinskrift,55.661332,11.694689
DR 244 M ,Nykøbing,Nykøbing sn,"Ods hd, Sjælland",Odsherred,Nationalmuseet (D. 923),(55.924862 ; 11.671085),,,M s 1100-t,,,övrigt,munktegel,tegelsten,55.924862,11.671085
DR 245 M ,Tømmerup,Tømmerup sn,"Ars hd, Sjælland",Kalundborg,Nationalmuseet (D. 1008),(55.678062 ; 11.152078),,,M,,,metall,silver,bägare,55.678062,11.152078
DR 246 M ,Roskilde,Roskilde,"Sømme hd, Sjælland",Roskilde,Nationalmuseet (D. 29),(55.643 ; 12.078),,,M,,,metall,brons,amulett,55.643,12.078
DR 247 M ,Roskilde,Roskilde,"Sømme hd, Sjælland",Roskilde,Nationalmuseet (C. 9359),(55.640926 ; 12.079715),,,M?,,,trä,trä,"pinne, rektangulär i genomskärning",55.640926,12.079715
DR 248  ,Snoldelev,Snoldelev sn,"Tune hd, Sjælland",Roskilde,Nationalmuseet (76),(55.5718996787406 ; 12.1192137485861),Helnæs-Gørlev,,V Helnæs-Gørlev,RAK,,sten,granit,runsten,55.57189968,12.11921375
DR 249 †$ ,Tune,Tune sn,"Tune hd, Sjælland",Greve,,,,,V,,,sten,,fragment av runsten,,
DR 250  ,Høje Tåstrup,Høje Tåstrup sn,"Smørum hd, Sjælland",Høje-Taastrup,Vid den nya kyrkan i Hedehusene.,(55.6533225398633 ; 12.2067831656787),Helnæs-Gørlev,,V Helnæs-Gørlev,RAK,,sten,granit,runsten,55.65332254,12.20678317
DR 251 M? ,Glostrup,Glostrup sn,"Smørum hd, Sjælland",Glostrup,Nationalmuseet (9203),,,,M?,,,sten,"fossil, sjöborre",amulett,,
DR 252 $M ,Ledøje,Ledøje sn,"Smørum hd, Sjælland",Egedal,Nationalmuseet (2881 a-b),(55.710591 ; 12.296619),,,M s 1100-t,,,övrigt,tegel,tegelsten,55.710591,12.296619
DR 253 M ,Frederiksberg,Frederiksberg sn,"Sokkelund hd, Sjælland",Frederiksberg,Nationalmuseet (C. 1818),,,,M,,,sten,sten,amulett,,
DR 254 $ ,Herlev,Nørre Herlev sn,"Lynge-Frederiksborg hd, Sjælland",Herlev,Nationalmuseet,(55.888153 ; 12.274218),,,V?,,,sten,sandsten,fragment av runsten,55.888153,12.274218
DR 255 M ,Esbønderup,Esbønderup sn,"Holbo hd, Sjælland",Gribskov,,(56.052658 ; 12.343794),,,M,,,sten,sandsten,kvadersten,56.052658,12.343794
DR 256 M ,Søborg 1,Søborg sn,"Holbo hd, Sjælland",Gribskov,,(56.086201 ; 12.317605),,,M,,,sten,granit,runsten,56.086201,12.317605
DR 257 M ,Søborg 2,Søborg sn,"Holbo hd, Sjælland",Gribskov,,(56.086201 ; 12.317605),,,M s 1100-t,,,övrigt,tegel,tegelsten,56.086201,12.317605
DR 368 M ,"Poulsker, Sankt Pouls kyrka",Poulsker sn,"Sønder hd, Bornholm",Bornholm,,(55.022795 ; 15.040326),,,M 1200-1250,,,sten,granit,korbågens slutsten,55.022795,15.040326
DR 369 † ,"Poulsker, Tjørneby",Poulsker sn,"Sønder hd, Bornholm",Bornholm,,(55.014 ; 15.064),,,V 1050-1150,RAK,,sten,,runsten,55.014,15.064
DR 370 $ ,Åker 1,Åker sn,"Sønder hd, Bornholm",Bornholm,I Åkirkebys kyrkas vapenhus.,(55.0355263696892 ; 14.9415453961014),,,V 1050-1150,RAK,,sten,röd sandsten,runsten,55.03552637,14.9415454
DR 371 $ ,Åker 2,Åker sn,"Sønder hd, Bornholm",Bornholm,Åkirkebys kyrkas vapenhus.,,,,V 1050-1150,RAK,,sten,röd sandsten,runsten,,
DR 372 $ ,Åker 3,Åker sn,"Sønder hd, Bornholm",Bornholm,,(55.0624085146358 ; 14.93170691856),,,V 1050-1150,RAK,"Ev. samma som gjort DR 379, 380, 387 och 389",sten,sandsten,runsten,55.06240851,14.93170692
DR 373 $M ,Åker,Åker sn,"Sønder hd, Bornholm",Bornholm,,(55.0706508343491 ; 14.9196508169832),,,M ca 1200,,"Sigraiv (S), har även gjort G 69",sten,sandsten,dopfunt,55.07065083,14.91965082
DR 374 $ ,Bodilsker 1,Bodilsker sn,"Sønder hd, Bornholm",Bornholm,"I vapenhuset, det mindre fragmentet i Rønne Museum (2693x1)",(55.0557632526703 ; 15.1063420347104),,,V 1050-1150,RAK?,,sten,röd sandsten,2 fragment av runsten,55.05576325,15.10634203
DR 375 SENTIDA ,Balka (Bodilsker 2),Bodilsker sn,"Sønder hd, Bornholm",Bornholm,Nationalmuseet (D 50/1950),(55.042 ; 15.105),,,Sentida,,,sten,sandsten,oregelbunden sten,55.042,15.105
